ano_letivo,ra,nome,ano_nasc,idade,genero,pedra
2022,RA-192,Aluno-192,2007,15,Masculino,Quartzo
2022,RA-193,Aluno-193,2010,12,Masculino,Topazio
2022,RA-194,Aluno-194,2008,14,Feminino,Quartzo
2022,RA-195,Aluno-195,2009,13,Feminino,Ametista
2022,RA-196,Aluno-196,2010,12,Masculino,Topazio
2022,RA-197,Aluno-197,2009,13,Feminino,Topazio
2022,RA-198,Aluno-198,2009,13,Masculino,Quartzo
2022,RA-199,Aluno-199,2009,13,Masculino,Ametista
2022,RA-200,Aluno-200,2007,15,Masculino,Quartzo
2022,RA-201,Aluno-201,2007,15,Feminino,Ametista
2022,RA-202,Aluno-202,2008,14,Feminino,Quartzo
2022,RA-203,Aluno-203,2008,14,Feminino,Quartzo
2022,RA-204,Aluno-204,2009,13,Feminino,Agata
2022,RA-205,Aluno-205,2008,14,Masculino,Quartzo
2022,RA-206,Aluno-206,2010,12,Feminino,Ametista
2022,RA-207,Aluno-207,2006,16,Masculino,Quartzo
2022,RA-208,Aluno-208,2008,14,Masculino,Agata
2022,RA-209,Aluno-209,2008,14,Masculino,Quartzo
2022,RA-210,Aluno-210,2008,14,Masculino,Quartzo
2022,RA-211,Aluno-211,2009,13,Masculino,Topazio
2022,RA-212,Aluno-212,2008,14,Masculino,Ametista
2022,RA-213,Aluno-213,2009,13,Masculino,Ametista
2022,RA-214,Aluno-214,2007,15,Masculino,Quartzo
2022,RA-215,Aluno-215,2009,13,Feminino,Ametista
2022,RA-216,Aluno-216,2009,13,Feminino,Ametista
2022,RA-217,Aluno-217,2007,15,Feminino,Ametista
2022,RA-218,Aluno-218,2008,14,Feminino,Agata
2022,RA-219,Aluno-219,2006,16,Masculino,Quartzo
2022,RA-220,Aluno-220,2009,13,Feminino,Agata
2022,RA-221,Aluno-221,2008,14,Masculino,Agata
2022,RA-222,Aluno-222,2007,15,Feminino,Quartzo
2022,RA-223,Aluno-223,2009,13,Feminino,Quartzo
2022,RA-224,Aluno-224,2009,13,Masculino,Quartzo
2022,RA-225,Aluno-225,2008,14,Masculino,Quartzo
2022,RA-226,Aluno-226,2008,14,Feminino,Agata
2022,RA-227,Aluno-227,2010,12,Masculino,Agata
2022,RA-228,Aluno-228,2007,15,Feminino,Agata
2022,RA-229,Aluno-229,2010,12,Masculino,Topazio
2022,RA-230,Aluno-230,2008,14,Masculino,Agata
2022,RA-231,Aluno-231,2008,14,Masculino,Agata
2022,RA-232,Aluno-232,2010,12,Masculino,Quartzo
2022,RA-233,Aluno-233,2008,14,Masculino,Agata
2022,RA-234,Aluno-234,2009,13,Masculino,Agata
2022,RA-235,Aluno-235,2008,14,Feminino,Agata
2022,RA-236,Aluno-236,2010,12,Feminino,Ametista
2022,RA-237,Aluno-237,2008,14,Feminino,Topazio
2022,RA-238,Aluno-238,2008,14,Feminino,Agata
2022,RA-239,Aluno-239,2007,15,Feminino,Quartzo
2022,RA-240,Aluno-240,2009,13,Feminino,Agata
2022,RA-241,Aluno-241,2008,14,Masculino,Topazio
2022,RA-242,Aluno-242,2009,13,Masculino,Topazio
2022,RA-243,Aluno-243,2007,15,Feminino,Agata
2022,RA-244,Aluno-244,2010,12,Feminino,Topazio
2022,RA-245,Aluno-245,2008,14,Masculino,Topazio
2022,RA-246,Aluno-246,2009,13,Masculino,Topazio
2022,RA-247,Aluno-247,2009,13,Feminino,Ametista
2022,RA-248,Aluno-248,2009,13,Masculino,Ametista
2022,RA-249,Aluno-249,2008,14,Masculino,Quartzo
2022,RA-250,Aluno-250,2010,12,Feminino,Ametista
2022,RA-251,Aluno-251,2007,15,Masculino,Agata
2022,RA-252,Aluno-252,2008,14,Masculino,Quartzo
2022,RA-253,Aluno-253,2007,15,Masculino,Quartzo
2022,RA-254,Aluno-254,2008,14,Masculino,Agata
2022,RA-255,Aluno-255,2008,14,Masculino,Quartzo
2022,RA-256,Aluno-256,2010,12,Feminino,Ametista
2022,RA-257,Aluno-257,2008,14,Feminino,Quartzo
2022,RA-258,Aluno-258,2010,12,Feminino,Agata
2022,RA-259,Aluno-259,2006,16,Masculino,Quartzo
2022,RA-260,Aluno-260,2009,13,Feminino,Ametista
2022,RA-261,Aluno-261,2008,14,Feminino,Agata
2022,RA-262,Aluno-262,2007,15,Masculino,Quartzo
2022,RA-263,Aluno-263,2007,15,Feminino,Quartzo
2022,RA-264,Aluno-264,2007,15,Feminino,Ametista
2022,RA-265,Aluno-265,2009,13,Masculino,Ametista
2022,RA-266,Aluno-266,2006,16,Feminino,Quartzo
2022,RA-267,Aluno-267,2007,15,Feminino,Agata
2022,RA-268,Aluno-268,2008,14,Feminino,Agata
2022,RA-269,Aluno-269,2009,13,Masculino,Topazio
2022,RA-270,Aluno-270,2009,13,Feminino,Topazio
2022,RA-271,Aluno-271,2007,15,Feminino,Ametista
2022,RA-272,Aluno-272,2008,14,Masculino,Agata
2022,RA-273,Aluno-273,2008,14,Feminino,Quartzo
2022,RA-274,Aluno-274,2011,11,Feminino,Ametista
2022,RA-275,Aluno-275,2007,15,Masculino,Agata
2022,RA-276,Aluno-276,2008,14,Feminino,Quartzo
2022,RA-277,Aluno-277,2008,14,Masculino,Ametista
2022,RA-278,Aluno-278,2010,12,Masculino,Ametista
2022,RA-279,Aluno-279,2009,13,Masculino,Topazio
2022,RA-280,Aluno-280,2009,13,Feminino,Ametista
2022,RA-281,Aluno-281,2009,13,Feminino,Agata
2022,RA-282,Aluno-282,2009,13,Feminino,Agata
2022,RA-283,Aluno-283,2008,14,Masculino,Ametista
2022,RA-284,Aluno-284,2009,13,Masculino,Quartzo
2022,RA-285,Aluno-285,2006,16,Feminino,Quartzo
2022,RA-286,Aluno-286,2007,15,Feminino,Quartzo
2022,RA-287,Aluno-287,2005,17,Feminino,Quartzo
2022,RA-288,Aluno-288,2006,16,Feminino,Quartzo
2022,RA-289,Aluno-289,2008,14,Feminino,Agata
2022,RA-290,Aluno-290,2005,17,Feminino,Quartzo
2022,RA-291,Aluno-291,2009,13,Masculino,Topazio
2022,RA-292,Aluno-292,2006,16,Masculino,Quartzo
2022,RA-293,Aluno-293,2009,13,Masculino,Quartzo
2022,RA-294,Aluno-294,2004,18,Feminino,Quartzo
2022,RA-295,Aluno-295,2008,14,Feminino,Ametista
2022,RA-296,Aluno-296,2007,15,Feminino,Quartzo
2022,RA-297,Aluno-297,2009,13,Feminino,Ametista
2022,RA-298,Aluno-298,2009,13,Masculino,Agata
2022,RA-299,Aluno-299,2009,13,Feminino,Ametista
2022,RA-300,Aluno-300,2008,14,Masculino,Quartzo
2022,RA-301,Aluno-301,2009,13,Feminino,Agata
2022,RA-302,Aluno-302,2006,16,Masculino,Agata
2022,RA-303,Aluno-303,2008,14,Masculino,Agata
2022,RA-304,Aluno-304,2007,15,Masculino,Agata
2022,RA-305,Aluno-305,2008,14,Masculino,Agata
2022,RA-306,Aluno-306,2008,14,Feminino,Agata
2022,RA-307,Aluno-307,2008,14,Masculino,Quartzo
2022,RA-308,Aluno-308,2009,13,Masculino,Agata
2022,RA-309,Aluno-309,2008,14,Feminino,Agata
2022,RA-310,Aluno-310,2007,15,Feminino,Agata
2022,RA-311,Aluno-311,2006,16,Feminino,Quartzo
2022,RA-312,Aluno-312,2009,13,Feminino,Ametista
2022,RA-313,Aluno-313,2008,14,Feminino,Quartzo
2022,RA-314,Aluno-314,2009,13,Feminino,Agata
2022,RA-315,Aluno-315,2009,13,Feminino,Quartzo
2022,RA-316,Aluno-316,2008,14,Feminino,Ametista
2022,RA-317,Aluno-317,2009,13,Masculino,Ametista
2022,RA-318,Aluno-318,2008,14,Feminino,Agata
2022,RA-319,Aluno-319,2009,13,Masculino,Ametista
2022,RA-320,Aluno-320,2008,14,Feminino,Ametista
2022,RA-321,Aluno-321,2010,12,Feminino,Ametista
2022,RA-322,Aluno-322,2009,13,Feminino,Agata
2022,RA-323,Aluno-323,2009,13,Masculino,Agata
2022,RA-324,Aluno-324,2012,10,Feminino,Topazio
2022,RA-325,Aluno-325,2012,10,Masculino,Ametista
2022,RA-326,Aluno-326,2010,12,Feminino,Topazio
2022,RA-327,Aluno-327,2011,11,Masculino,Agata
2022,RA-328,Aluno-328,2010,12,Masculino,Agata
2022,RA-329,Aluno-329,2011,11,Masculino,Agata
2022,RA-330,Aluno-330,2008,14,Feminino,Agata
2022,RA-331,Aluno-331,2010,12,Feminino,Agata
2022,RA-332,Aluno-332,2009,13,Masculino,Ametista
2022,RA-333,Aluno-333,2008,14,Masculino,Quartzo
2022,RA-334,Aluno-334,2011,11,Feminino,Ametista
2022,RA-335,Aluno-335,2012,10,Masculino,Ametista
2022,RA-336,Aluno-336,2009,13,Masculino,Agata
2022,RA-337,Aluno-337,2011,11,Masculino,Ametista
2022,RA-338,Aluno-338,2010,12,Masculino,Agata
2022,RA-339,Aluno-339,2011,11,Feminino,Topazio
2022,RA-340,Aluno-340,2011,11,Masculino,Ametista
2022,RA-341,Aluno-341,2010,12,Masculino,Agata
2022,RA-342,Aluno-342,2008,14,Feminino,Agata
2022,RA-343,Aluno-343,2008,14,Masculino,Agata
2022,RA-344,Aluno-344,2011,11,Masculino,Ametista
2022,RA-345,Aluno-345,2009,13,Masculino,Quartzo
2022,RA-346,Aluno-346,2012,10,Masculino,Topazio
2022,RA-347,Aluno-347,2010,12,Feminino,Ametista
2022,RA-348,Aluno-348,2010,12,Masculino,Quartzo
2022,RA-349,Aluno-349,2010,12,Masculino,Quartzo
2022,RA-350,Aluno-350,2011,11,Feminino,Topazio
2022,RA-351,Aluno-351,2008,14,Masculino,Agata
2022,RA-352,Aluno-352,2011,11,Masculino,Ametista
2022,RA-353,Aluno-353,2011,11,Feminino,Topazio
2022,RA-354,Aluno-354,2009,13,Feminino,Quartzo
2022,RA-355,Aluno-355,2010,12,Feminino,Quartzo
2022,RA-356,Aluno-356,2010,12,Masculino,Agata
2022,RA-357,Aluno-357,2010,12,Masculino,Ametista
2022,RA-358,Aluno-358,2009,13,Masculino,Quartzo
2022,RA-359,Aluno-359,2010,12,Feminino,Agata
2022,RA-360,Aluno-360,2010,12,Feminino,Ametista
2022,RA-361,Aluno-361,2009,13,Feminino,Agata
2022,RA-362,Aluno-362,2010,12,Feminino,Ametista
2022,RA-363,Aluno-363,2010,12,Masculino,Agata
2022,RA-364,Aluno-364,2011,11,Masculino,Topazio
2022,RA-365,Aluno-365,2012,10,Feminino,Topazio
2022,RA-366,Aluno-366,2010,12,Masculino,Ametista
2022,RA-367,Aluno-367,2010,12,Feminino,Agata
2022,RA-368,Aluno-368,2009,13,Masculino,Agata
2022,RA-369,Aluno-369,2011,11,Masculino,Agata
2022,RA-370,Aluno-370,2010,12,Feminino,Ametista
2022,RA-371,Aluno-371,2012,10,Feminino,Topazio
2022,RA-372,Aluno-372,2012,10,Masculino,Ametista
2022,RA-373,Aluno-373,2011,11,Masculino,Ametista
2022,RA-374,Aluno-374,2010,12,Feminino,Ametista
2022,RA-375,Aluno-375,2011,11,Masculino,Ametista
2022,RA-376,Aluno-376,2010,12,Feminino,Agata
2022,RA-377,Aluno-377,2010,12,Feminino,Agata
2022,RA-378,Aluno-378,2010,12,Masculino,Ametista
2022,RA-379,Aluno-379,2009,13,Feminino,Agata
2022,RA-380,Aluno-380,2009,13,Masculino,Quartzo
2022,RA-381,Aluno-381,2009,13,Masculino,Agata
2022,RA-382,Aluno-382,2008,14,Masculino,Agata
2022,RA-383,Aluno-383,2011,11,Masculino,Topazio
2022,RA-384,Aluno-384,2010,12,Feminino,Ametista
2022,RA-385,Aluno-385,2010,12,Feminino,Agata
2022,RA-386,Aluno-386,2009,13,Masculino,Agata
2022,RA-387,Aluno-387,2009,13,Masculino,Agata
2022,RA-388,Aluno-388,2008,14,Feminino,Agata
2022,RA-389,Aluno-389,2011,11,Masculino,Ametista
2022,RA-390,Aluno-390,2010,12,Feminino,Agata
2022,RA-391,Aluno-391,2010,12,Feminino,Ametista
2022,RA-392,Aluno-392,2008,14,Masculino,Agata
2022,RA-393,Aluno-393,2006,16,Feminino,Quartzo
2022,RA-394,Aluno-394,2011,11,Feminino,Ametista
2022,RA-395,Aluno-395,2011,11,Feminino,Ametista
2022,RA-396,Aluno-396,2010,12,Masculino,Agata
2022,RA-397,Aluno-397,2008,14,Feminino,Quartzo
2022,RA-398,Aluno-398,2012,10,Feminino,Ametista
2022,RA-399,Aluno-399,2010,12,Feminino,Agata
2022,RA-400,Aluno-400,2008,14,Masculino,Agata
2022,RA-401,Aluno-401,2010,12,Feminino,Agata
2022,RA-402,Aluno-402,2010,12,Feminino,Quartzo
2022,RA-403,Aluno-403,2010,12,Masculino,Ametista
2022,RA-404,Aluno-404,2010,12,Feminino,Agata
2022,RA-405,Aluno-405,2009,13,Masculino,Quartzo
2022,RA-406,Aluno-406,2009,13,Feminino,Ametista
2022,RA-407,Aluno-407,2009,13,Masculino,Ametista
2022,RA-408,Aluno-408,2010,12,Feminino,Agata
2022,RA-409,Aluno-409,2011,11,Feminino,Topazio
2022,RA-410,Aluno-410,2008,14,Masculino,Quartzo
2022,RA-411,Aluno-411,2010,12,Feminino,Ametista
2022,RA-412,Aluno-412,2010,12,Feminino,Ametista
2022,RA-413,Aluno-413,2010,12,Feminino,Agata
2022,RA-414,Aluno-414,2010,12,Feminino,Ametista
2022,RA-415,Aluno-415,2011,11,Feminino,Ametista
2022,RA-416,Aluno-416,2010,12,Masculino,Ametista
2022,RA-417,Aluno-417,2009,13,Feminino,Topazio
2022,RA-418,Aluno-418,2012,10,Feminino,Topazio
2022,RA-419,Aluno-419,2010,12,Feminino,Ametista
2022,RA-420,Aluno-420,2011,11,Feminino,Ametista
2022,RA-421,Aluno-421,2011,11,Masculino,Topazio
2022,RA-422,Aluno-422,2010,12,Masculino,Agata
2022,RA-423,Aluno-423,2010,12,Feminino,Agata
2022,RA-424,Aluno-424,2010,12,Feminino,Ametista
2022,RA-425,Aluno-425,2010,12,Masculino,Topazio
2022,RA-426,Aluno-426,2008,14,Feminino,Agata
2022,RA-427,Aluno-427,2009,13,Masculino,Agata
2022,RA-428,Aluno-428,2009,13,Masculino,Ametista
2022,RA-429,Aluno-429,2009,13,Masculino,Quartzo
2022,RA-430,Aluno-430,2009,13,Masculino,Ametista
2022,RA-431,Aluno-431,2011,11,Masculino,Ametista
2022,RA-432,Aluno-432,2008,14,Feminino,Agata
2022,RA-433,Aluno-433,2010,12,Masculino,Quartzo
2022,RA-434,Aluno-434,2011,11,Masculino,Ametista
2022,RA-435,Aluno-435,2012,10,Feminino,Agata
2022,RA-436,Aluno-436,2011,11,Masculino,Agata
2022,RA-437,Aluno-437,2009,13,Masculino,Agata
2022,RA-438,Aluno-438,2012,10,Masculino,Ametista
2022,RA-439,Aluno-439,2010,12,Masculino,Quartzo
2022,RA-440,Aluno-440,2011,11,Masculino,Ametista
2022,RA-441,Aluno-441,2011,11,Feminino,Topazio
2022,RA-442,Aluno-442,2011,11,Feminino,Topazio
2022,RA-443,Aluno-443,2009,13,Feminino,Ametista
2022,RA-444,Aluno-444,2011,11,Masculino,Agata
2022,RA-445,Aluno-445,2010,12,Masculino,Agata
2022,RA-446,Aluno-446,2009,13,Feminino,Ametista
2022,RA-447,Aluno-447,2012,10,Feminino,Quartzo
2022,RA-448,Aluno-448,2011,11,Feminino,Ametista
2022,RA-449,Aluno-449,2010,12,Feminino,Agata
2022,RA-450,Aluno-450,2009,13,Masculino,Ametista
2022,RA-451,Aluno-451,2009,13,Feminino,Agata
2022,RA-452,Aluno-452,2009,13,Feminino,Agata
2022,RA-453,Aluno-453,2009,13,Feminino,Ametista
2022,RA-454,Aluno-454,2008,14,Masculino,Quartzo
2022,RA-455,Aluno-455,2010,12,Feminino,Agata
2022,RA-456,Aluno-456,2010,12,Feminino,Ametista
2022,RA-457,Aluno-457,2010,12,Feminino,Ametista
2022,RA-458,Aluno-458,2009,13,Masculino,Agata
2022,RA-459,Aluno-459,2010,12,Masculino,Ametista
2022,RA-460,Aluno-460,2010,12,Masculino,Quartzo
2022,RA-461,Aluno-461,2010,12,Feminino,Quartzo
2022,RA-462,Aluno-462,2008,14,Masculino,Agata
2022,RA-463,Aluno-463,2010,12,Feminino,Agata
2022,RA-464,Aluno-464,2009,13,Feminino,Agata
2022,RA-465,Aluno-465,2011,11,Masculino,Ametista
2022,RA-466,Aluno-466,2009,13,Masculino,Agata
2022,RA-467,Aluno-467,2009,13,Feminino,Agata
2022,RA-468,Aluno-468,2009,13,Masculino,Agata
2022,RA-469,Aluno-469,2011,11,Feminino,Ametista
2022,RA-470,Aluno-470,2009,13,Feminino,Ametista
2022,RA-471,Aluno-471,2009,13,Feminino,Agata
2022,RA-472,Aluno-472,2010,12,Feminino,Quartzo
2022,RA-473,Aluno-473,2010,12,Masculino,Quartzo
2022,RA-474,Aluno-474,2009,13,Masculino,Agata
2022,RA-475,Aluno-475,2010,12,Feminino,Ametista
2022,RA-476,Aluno-476,2010,12,Feminino,Agata
2022,RA-477,Aluno-477,2009,13,Masculino,Quartzo
2022,RA-478,Aluno-478,2010,12,Feminino,Agata
2022,RA-479,Aluno-479,2012,10,Masculino,Topazio
2022,RA-480,Aluno-480,2012,10,Feminino,Ametista
2022,RA-481,Aluno-481,2013,9,Masculino,Ametista
2022,RA-482,Aluno-482,2011,11,Masculino,Agata
2022,RA-483,Aluno-483,2011,11,Feminino,Quartzo
2022,RA-484,Aluno-484,2011,11,Masculino,Agata
2022,RA-485,Aluno-485,2012,10,Masculino,Quartzo
2022,RA-486,Aluno-486,2012,10,Feminino,Ametista
2022,RA-487,Aluno-487,2012,10,Feminino,Topazio
2022,RA-488,Aluno-488,2012,10,Feminino,Ametista
2022,RA-489,Aluno-489,2013,9,Feminino,Quartzo
2022,RA-490,Aluno-490,2012,10,Feminino,Ametista
2022,RA-491,Aluno-491,2011,11,Masculino,Ametista
2022,RA-492,Aluno-492,2011,11,Feminino,Ametista
2022,RA-493,Aluno-493,2013,9,Feminino,Topazio
2022,RA-494,Aluno-494,2011,11,Feminino,Agata
2022,RA-495,Aluno-495,2011,11,Masculino,Ametista
2022,RA-496,Aluno-496,2011,11,Masculino,Agata
2022,RA-497,Aluno-497,2009,13,Feminino,Agata
2022,RA-498,Aluno-498,2011,11,Feminino,Ametista
2022,RA-499,Aluno-499,2012,10,Masculino,Ametista
2022,RA-500,Aluno-500,2012,10,Feminino,Topazio
2022,RA-501,Aluno-501,2013,9,Masculino,Ametista
2022,RA-502,Aluno-502,2014,8,Feminino,Topazio
2022,RA-503,Aluno-503,2012,10,Masculino,Ametista
2022,RA-504,Aluno-504,2013,9,Feminino,Topazio
2022,RA-505,Aluno-505,2011,11,Feminino,Ametista
2022,RA-506,Aluno-506,2010,12,Masculino,Ametista
2022,RA-507,Aluno-507,2011,11,Feminino,Ametista
2022,RA-508,Aluno-508,2012,10,Masculino,Agata
2022,RA-509,Aluno-509,2010,12,Feminino,Ametista
2022,RA-510,Aluno-510,2010,12,Masculino,Ametista
2022,RA-511,Aluno-511,2012,10,Feminino,Ametista
2022,RA-512,Aluno-512,2012,10,Feminino,Ametista
2022,RA-513,Aluno-513,2013,9,Masculino,Topazio
2022,RA-514,Aluno-514,2013,9,Feminino,Ametista
2022,RA-515,Aluno-515,2010,12,Masculino,Agata
2022,RA-516,Aluno-516,2013,9,Masculino,Topazio
2022,RA-517,Aluno-517,2010,12,Feminino,Ametista
2022,RA-518,Aluno-518,2012,10,Masculino,Ametista
2022,RA-519,Aluno-519,2013,9,Masculino,Ametista
2022,RA-520,Aluno-520,2011,11,Feminino,Ametista
2022,RA-521,Aluno-521,2013,9,Masculino,Ametista
2022,RA-522,Aluno-522,2013,9,Masculino,Topazio
2022,RA-523,Aluno-523,2011,11,Feminino,Ametista
2022,RA-524,Aluno-524,2011,11,Masculino,Agata
2022,RA-525,Aluno-525,2011,11,Feminino,Ametista
2022,RA-526,Aluno-526,2010,12,Masculino,Topazio
2022,RA-527,Aluno-527,2013,9,Feminino,Ametista
2022,RA-528,Aluno-528,2011,11,Masculino,Quartzo
2022,RA-529,Aluno-529,2010,12,Masculino,Agata
2022,RA-530,Aluno-530,2012,10,Masculino,Topazio
2022,RA-531,Aluno-531,2012,10,Masculino,Ametista
2022,RA-532,Aluno-532,2013,9,Feminino,Ametista
2022,RA-533,Aluno-533,2012,10,Masculino,Agata
2022,RA-534,Aluno-534,2010,12,Feminino,Ametista
2022,RA-535,Aluno-535,2012,10,Feminino,Agata
2022,RA-536,Aluno-536,2012,10,Feminino,Ametista
2022,RA-537,Aluno-537,2012,10,Masculino,Agata
2022,RA-538,Aluno-538,2009,13,Masculino,Agata
2022,RA-539,Aluno-539,2011,11,Feminino,Ametista
2022,RA-540,Aluno-540,2012,10,Feminino,Ametista
2022,RA-541,Aluno-541,2008,14,Masculino,Quartzo
2022,RA-542,Aluno-542,2011,11,Feminino,Ametista
2022,RA-543,Aluno-543,2012,10,Feminino,Ametista
2022,RA-544,Aluno-544,2012,10,Masculino,Agata
2022,RA-545,Aluno-545,2009,13,Masculino,Agata
2022,RA-546,Aluno-546,2011,11,Feminino,Agata
2022,RA-547,Aluno-547,2011,11,Feminino,Ametista
2022,RA-548,Aluno-548,2010,12,Masculino,Ametista
2022,RA-549,Aluno-549,2012,10,Masculino,Agata
2022,RA-550,Aluno-550,2010,12,Feminino,Agata
2022,RA-551,Aluno-551,2010,12,Feminino,Agata
2022,RA-552,Aluno-552,2011,11,Masculino,Agata
2022,RA-553,Aluno-553,2011,11,Feminino,Agata
2022,RA-554,Aluno-554,2010,12,Masculino,Quartzo
2022,RA-555,Aluno-555,2010,12,Masculino,Quartzo
2022,RA-556,Aluno-556,2011,11,Feminino,Ametista
2022,RA-557,Aluno-557,2012,10,Masculino,Topazio
2022,RA-558,Aluno-558,2008,14,Masculino,Quartzo
2022,RA-559,Aluno-559,2011,11,Masculino,Ametista
2022,RA-560,Aluno-560,2011,11,Masculino,Quartzo
2022,RA-561,Aluno-561,2011,11,Masculino,Ametista
2022,RA-562,Aluno-562,2011,11,Feminino,Ametista
2022,RA-563,Aluno-563,2011,11,Feminino,Topazio
2022,RA-564,Aluno-564,2009,13,Masculino,Quartzo
2022,RA-565,Aluno-565,2009,13,Masculino,Quartzo
2022,RA-566,Aluno-566,2010,12,Feminino,Ametista
2022,RA-567,Aluno-567,2011,11,Masculino,Agata
2022,RA-568,Aluno-568,2008,14,Masculino,Ametista
2022,RA-569,Aluno-569,2010,12,Feminino,Ametista
2022,RA-570,Aluno-570,2012,10,Feminino,Quartzo
2022,RA-571,Aluno-571,2011,11,Feminino,Agata
2022,RA-572,Aluno-572,2013,9,Masculino,Ametista
2022,RA-573,Aluno-573,2011,11,Masculino,Topazio
2022,RA-574,Aluno-574,2012,10,Masculino,Agata
2022,RA-575,Aluno-575,2010,12,Masculino,Quartzo
2022,RA-576,Aluno-576,2012,10,Feminino,Ametista
2022,RA-577,Aluno-577,2012,10,Feminino,Ametista
2022,RA-578,Aluno-578,2012,10,Masculino,Topazio
2022,RA-579,Aluno-579,2012,10,Feminino,Agata
2022,RA-580,Aluno-580,2012,10,Feminino,Ametista
2022,RA-581,Aluno-581,2012,10,Masculino,Agata
2022,RA-582,Aluno-582,2012,10,Feminino,Ametista
2022,RA-583,Aluno-583,2010,12,Feminino,Ametista
2022,RA-584,Aluno-584,2012,10,Feminino,Agata
2022,RA-585,Aluno-585,2013,9,Feminino,Ametista
2022,RA-586,Aluno-586,2012,10,Feminino,Ametista
2022,RA-587,Aluno-587,2012,10,Masculino,Agata
2022,RA-588,Aluno-588,2013,9,Feminino,Topazio
2022,RA-589,Aluno-589,2013,9,Feminino,Ametista
2022,RA-590,Aluno-590,2012,10,Feminino,Ametista
2022,RA-591,Aluno-591,2011,11,Masculino,Ametista
2022,RA-592,Aluno-592,2012,10,Feminino,Ametista
2022,RA-593,Aluno-593,2012,10,Feminino,Agata
2022,RA-594,Aluno-594,2012,10,Masculino,Ametista
2022,RA-595,Aluno-595,2010,12,Masculino,Quartzo
2022,RA-596,Aluno-596,2013,9,Feminino,Topazio
2022,RA-597,Aluno-597,2013,9,Masculino,Topazio
2022,RA-598,Aluno-598,2011,11,Feminino,Agata
2022,RA-599,Aluno-599,2012,10,Masculino,Topazio
2022,RA-600,Aluno-600,2013,9,Feminino,Agata
2022,RA-601,Aluno-601,2014,8,Masculino,Ametista
2022,RA-602,Aluno-602,2011,11,Masculino,Ametista
2022,RA-603,Aluno-603,2011,11,Feminino,Ametista
2022,RA-604,Aluno-604,2012,10,Feminino,Ametista
2022,RA-605,Aluno-605,2010,12,Feminino,Ametista
2022,RA-606,Aluno-606,2012,10,Masculino,Agata
2022,RA-607,Aluno-607,2012,10,Masculino,Agata
2022,RA-608,Aluno-608,2012,10,Masculino,Ametista
2022,RA-609,Aluno-609,2011,11,Masculino,Agata
2022,RA-610,Aluno-610,2013,9,Feminino,Topazio
2022,RA-611,Aluno-611,2010,12,Masculino,Ametista
2022,RA-612,Aluno-612,2012,10,Feminino,Ametista
2022,RA-613,Aluno-613,2009,13,Masculino,Topazio
2022,RA-614,Aluno-614,2010,12,Masculino,Topazio
2022,RA-615,Aluno-615,2013,9,Feminino,Topazio
2022,RA-616,Aluno-616,2010,12,Masculino,Ametista
2022,RA-617,Aluno-617,2011,11,Feminino,Ametista
2022,RA-618,Aluno-618,2009,13,Masculino,Ametista
2022,RA-619,Aluno-619,2011,11,Feminino,Ametista
2022,RA-620,Aluno-620,2010,12,Masculino,Agata
2022,RA-621,Aluno-621,2012,10,Masculino,Ametista
2022,RA-622,Aluno-622,2010,12,Feminino,Quartzo
2022,RA-623,Aluno-623,2009,13,Masculino,Ametista
2022,RA-624,Aluno-624,2012,10,Masculino,Ametista
2022,RA-625,Aluno-625,2011,11,Masculino,Ametista
2022,RA-626,Aluno-626,2011,11,Masculino,Quartzo
2022,RA-627,Aluno-627,2012,10,Feminino,Agata
2022,RA-628,Aluno-628,2011,11,Masculino,Ametista
2022,RA-629,Aluno-629,2013,9,Masculino,Topazio
2022,RA-630,Aluno-630,2013,9,Masculino,Topazio
2022,RA-631,Aluno-631,2010,12,Masculino,Agata
2022,RA-632,Aluno-632,2012,10,Feminino,Agata
2022,RA-633,Aluno-633,2011,11,Feminino,Ametista
2022,RA-634,Aluno-634,2011,11,Feminino,Ametista
2022,RA-635,Aluno-635,2012,10,Masculino,Quartzo
2022,RA-636,Aluno-636,2012,10,Masculino,Ametista
2022,RA-637,Aluno-637,2012,10,Feminino,Ametista
2022,RA-638,Aluno-638,2013,9,Feminino,Ametista
2022,RA-639,Aluno-639,2012,10,Feminino,Agata
2022,RA-640,Aluno-640,2011,11,Feminino,Agata
2022,RA-641,Aluno-641,2013,9,Feminino,Ametista
2022,RA-642,Aluno-642,2012,10,Feminino,Ametista
2022,RA-643,Aluno-643,2012,10,Masculino,Agata
2022,RA-644,Aluno-644,2011,11,Feminino,Ametista
2022,RA-645,Aluno-645,2012,10,Feminino,Agata
2022,RA-646,Aluno-646,2009,13,Masculino,Topazio
2022,RA-647,Aluno-647,2012,10,Masculino,Agata
2022,RA-648,Aluno-648,2010,12,Masculino,Agata
2022,RA-649,Aluno-649,2010,12,Feminino,Ametista
2022,RA-650,Aluno-650,2011,11,Feminino,Agata
2022,RA-651,Aluno-651,2012,10,Feminino,Ametista
2022,RA-652,Aluno-652,2013,9,Feminino,Topazio
2022,RA-653,Aluno-653,2011,11,Feminino,Topazio
2022,RA-654,Aluno-654,2010,12,Feminino,Ametista
2022,RA-655,Aluno-655,2010,12,Feminino,Ametista
2022,RA-656,Aluno-656,2011,11,Feminino,Agata
2022,RA-657,Aluno-657,2010,12,Feminino,Topazio
2022,RA-658,Aluno-658,2012,10,Feminino,Ametista
